customer_id,article_id
000058a12d5b43e67d225668fa1f8d618c13dc232df0cad8ffe7ad4a1091e318,870304002
00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,160442010
00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,372860001
00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,160442007
0008968c0d451dbc5a9968da03196fe20051965edde7413775c4eb3be9abe9c2,857812002
0008968c0d451dbc5a9968da03196fe20051965edde7413775c4eb3be9abe9c2,778064001
0008968c0d451dbc5a9968da03196fe20051965edde7413775c4eb3be9abe9c2,893059004
000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,706016002
000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,706016001
000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,706016003
000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,796210001
000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,868164002
000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,717490002
001127bffdda108579e6cb16080440e89bf1250a776c6e55f56e35e9ee029a8d,706016002
001127bffdda108579e6cb16080440e89bf1250a776c6e55f56e35e9ee029a8d,778064003
001127bffdda108579e6cb16080440e89bf1250a776c6e55f56e35e9ee029a8d,787946002
001127bffdda108579e6cb16080440e89bf1250a776c6e55f56e35e9ee029a8d,720125041
001127bffdda108579e6cb16080440e89bf1250a776c6e55f56e35e9ee029a8d,717490010
001ea4e9c54f7e9c88811260d954edc059d596147e1cf8adc73323aebf571fd8,685814033
001ea4e9c54f7e9c88811260d954edc059d596147e1cf8adc73323aebf571fd8,860949002
001ea4e9c54f7e9c88811260d954edc059d596147e1cf8adc73323aebf571fd8,739590032
001fd23db1109a94bba1319bb73df0b479059027c182da490e1161b34cd3af61,827968002
001fd23db1109a94bba1319bb73df0b479059027c182da490e1161b34cd3af61,768912001
003ac6eff3ca20cbe4e14a106a5e28b7551616005de8f9dd0f9455e5543b31ac,822833001
003ac6eff3ca20cbe4e14a106a5e28b7551616005de8f9dd0f9455e5543b31ac,822833001
003ac6eff3ca20cbe4e14a106a5e28b7551616005de8f9dd0f9455e5543b31ac,874465001
003ac6eff3ca20cbe4e14a106a5e28b7551616005de8f9dd0f9455e5543b31ac,865533001
003ac6eff3ca20cbe4e14a106a5e28b7551616005de8f9dd0f9455e5543b31ac,768912001
003ac6eff3ca20cbe4e14a106a5e28b7551616005de8f9dd0f9455e5543b31ac,857812004
003ac6eff3ca20cbe4e14a106a5e28b7551616005de8f9dd0f9455e5543b31ac,857812004
003ac6eff3ca20cbe4e14a106a5e28b7551616005de8f9dd0f9455e5543b31ac,863001001
004888668b9458668aa3234d17337671673599f7f84d36f77fd366b5139058c5,759871002
004888668b9458668aa3234d17337671673599f7f84d36f77fd366b5139058c5,816563006
004888668b9458668aa3234d17337671673599f7f84d36f77fd366b5139058c5,827968001
004888668b9458668aa3234d17337671673599f7f84d36f77fd366b5139058c5,827968004
004888668b9458668aa3234d17337671673599f7f84d36f77fd366b5139058c5,827968004
004888668b9458668aa3234d17337671673599f7f84d36f77fd366b5139058c5,610776071
0051a1d00ec9a4ff1a2f9aa32a4bb054cc9ba08e80be590aec39391ff3dc56e8,732842001
0051a1d00ec9a4ff1a2f9aa32a4bb054cc9ba08e80be590aec39391ff3dc56e8,636207006
005c9fb2ba6c49b2098a662f64a9124ef95cbec5fcf4ebdb4dcbaaf83f979c51,736870001
005c9fb2ba6c49b2098a662f64a9124ef95cbec5fcf4ebdb4dcbaaf83f979c51,717490010
005c9fb2ba6c49b2098a662f64a9124ef95cbec5fcf4ebdb4dcbaaf83f979c51,610776001
005c9fb2ba6c49b2098a662f64a9124ef95cbec5fcf4ebdb4dcbaaf83f979c51,717490057
005c9fb2ba6c49b2098a662f64a9124ef95cbec5fcf4ebdb4dcbaaf83f979c51,717490010
005c9fb2ba6c49b2098a662f64a9124ef95cbec5fcf4ebdb4dcbaaf83f979c51,717490064
005c9fb2ba6c49b2098a662f64a9124ef95cbec5fcf4ebdb4dcbaaf83f979c51,717490058
005c9fb2ba6c49b2098a662f64a9124ef95cbec5fcf4ebdb4dcbaaf83f979c51,915526002
00609a1cc562140fa87a6de432bef9c9f0b936b259ad3075eb2a65008df1dbab,778064028
00609a1cc562140fa87a6de432bef9c9f0b936b259ad3075eb2a65008df1dbab,826955001
00609a1cc562140fa87a6de432bef9c9f0b936b259ad3075eb2a65008df1dbab,717490065
00609a1cc562140fa87a6de432bef9c9f0b936b259ad3075eb2a65008df1dbab,840360003
00609a1cc562140fa87a6de432bef9c9f0b936b259ad3075eb2a65008df1dbab,757915002
00609a1cc562140fa87a6de432bef9c9f0b936b259ad3075eb2a65008df1dbab,806225002
00609a1cc562140fa87a6de432bef9c9f0b936b259ad3075eb2a65008df1dbab,811835001
00609a1cc562140fa87a6de432bef9c9f0b936b259ad3075eb2a65008df1dbab,713199006
00609a1cc562140fa87a6de432bef9c9f0b936b259ad3075eb2a65008df1dbab,278811006
00609a1cc562140fa87a6de432bef9c9f0b936b259ad3075eb2a65008df1dbab,730683050
00609a1cc562140fa87a6de432bef9c9f0b936b259ad3075eb2a65008df1dbab,492897001
0074c5948b6c96e7522f6f5c034b46cf08875b9a81c557a02bda0aedac355547,845790002
0074c5948b6c96e7522f6f5c034b46cf08875b9a81c557a02bda0aedac355547,806388002
0074c5948b6c96e7522f6f5c034b46cf08875b9a81c557a02bda0aedac355547,492897001
0074c5948b6c96e7522f6f5c034b46cf08875b9a81c557a02bda0aedac355547,714790008
0074c5948b6c96e7522f6f5c034b46cf08875b9a81c557a02bda0aedac355547,832361001
0074c5948b6c96e7522f6f5c034b46cf08875b9a81c557a02bda0aedac355547,448509001
0074c5948b6c96e7522f6f5c034b46cf08875b9a81c557a02bda0aedac355547,714790024
00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,562245102
00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,714927002
00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,719530003
00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,562245102
00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,688537011
00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,757995009
00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,811887001
00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,811907006
00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,684209013
00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,758002008
00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,832331002
00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,833530002
00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,688537011
00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,711053009
00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,863001001
00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,711053026
00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,806778001
00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,456163060
00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,760084003
00796ce0bc561897e7047a7b059867aa6424f63ec597e1fbb3a195e48d5f452b,785018003
00796ce0bc561897e7047a7b059867aa6424f63ec597e1fbb3a195e48d5f452b,883033002
00796ce0bc561897e7047a7b059867aa6424f63ec597e1fbb3a195e48d5f452b,835008005
00796ce0bc561897e7047a7b059867aa6424f63ec597e1fbb3a195e48d5f452b,579541072
00796ce0bc561897e7047a7b059867aa6424f63ec597e1fbb3a195e48d5f452b,817361007
00796ce0bc561897e7047a7b059867aa6424f63ec597e1fbb3a195e48d5f452b,351484039
00796ce0bc561897e7047a7b059867aa6424f63ec597e1fbb3a195e48d5f452b,351484039
007e4c2e0994b4aac97c2713d5dc0b7497d74113f32446868ca22b6437e9594d,915526001
00889357d9b1e0e3788fbe8fd7448580b9e51800f59196891c4796a9aaac0945,808628002
00889357d9b1e0e3788fbe8fd7448580b9e51800f59196891c4796a9aaac0945,756322001
00889357d9b1e0e3788fbe8fd7448580b9e51800f59196891c4796a9aaac0945,863001002
00889357d9b1e0e3788fbe8fd7448580b9e51800f59196891c4796a9aaac0945,817472002
008997ffbc4cdb3a41572eb25b2cc918666a6f2a13f3940f196a0160773c8492,895002002
008a118b7c72fd3b8a614eb2672ddfc2a78434c5776af215f4e281fa7506b842,817110001
008a118b7c72fd3b8a614eb2672ddfc2a78434c5776af215f4e281fa7506b842,817110002
008a118b7c72fd3b8a614eb2672ddfc2a78434c5776af215f4e281fa7506b842,816563004
008a118b7c72fd3b8a614eb2672ddfc2a78434c5776af215f4e281fa7506b842,751471001
008a118b7c72fd3b8a614eb2672ddfc2a78434c5776af215f4e281fa7506b842,770315006
0091c0e943c92167ea78f6ac180636be4098b06c1a066cac6f064eab9dc76d3c,690936002
0091c0e943c92167ea78f6ac180636be4098b06c1a066cac6f064eab9dc76d3c,690936021
0091c0e943c92167ea78f6ac180636be4098b06c1a066cac6f064eab9dc76d3c,610776072
0091c0e943c92167ea78f6ac180636be4098b06c1a066cac6f064eab9dc76d3c,610776002
0095c9b47fc950788bb709201f024c5338838a27c59c0299b857f94b504cb9fc,860949001
0095c9b47fc950788bb709201f024c5338838a27c59c0299b857f94b504cb9fc,739590031
0095c9b47fc950788bb709201f024c5338838a27c59c0299b857f94b504cb9fc,179950001
0095c9b47fc950788bb709201f024c5338838a27c59c0299b857f94b504cb9fc,448509014
00a4f2c8cc87ffb0ea7db47b4b0b247b9ef11033c8d976f374f709a6fb80f1b9,547780003
00a4f2c8cc87ffb0ea7db47b4b0b247b9ef11033c8d976f374f709a6fb80f1b9,547780025
00a95aa4ba8d20f1bad415bab15ca6174a762f7550c819f4a1051fc7ee6bcb89,717490002
00a95aa4ba8d20f1bad415bab15ca6174a762f7550c819f4a1051fc7ee6bcb89,854678005
00a95aa4ba8d20f1bad415bab15ca6174a762f7550c819f4a1051fc7ee6bcb89,805308002
00a95aa4ba8d20f1bad415bab15ca6174a762f7550c819f4a1051fc7ee6bcb89,832362003
00a95aa4ba8d20f1bad415bab15ca6174a762f7550c819f4a1051fc7ee6bcb89,821336003
00a95aa4ba8d20f1bad415bab15ca6174a762f7550c819f4a1051fc7ee6bcb89,759871002
00a95aa4ba8d20f1bad415bab15ca6174a762f7550c819f4a1051fc7ee6bcb89,759871001
00a95aa4ba8d20f1bad415bab15ca6174a762f7550c819f4a1051fc7ee6bcb89,805308002
00a95aa4ba8d20f1bad415bab15ca6174a762f7550c819f4a1051fc7ee6bcb89,805308002
00a95aa4ba8d20f1bad415bab15ca6174a762f7550c819f4a1051fc7ee6bcb89,841383003
00a95aa4ba8d20f1bad415bab15ca6174a762f7550c819f4a1051fc7ee6bcb89,524529013
00aa02ce95fc11f654a76101fd39a3db6b29879fddd8f8b1e56b3e6fbe6fe8d8,816166003
00aa02ce95fc11f654a76101fd39a3db6b29879fddd8f8b1e56b3e6fbe6fe8d8,918292001
00ac5119d21281802ecd309e8c7fa0b598e0be861f21caadefd9bc8cf3f87eed,841228005
00ac5119d21281802ecd309e8c7fa0b598e0be861f21caadefd9bc8cf3f87eed,610776087
00ac5119d21281802ecd309e8c7fa0b598e0be861f21caadefd9bc8cf3f87eed,841228005
00ac5119d21281802ecd309e8c7fa0b598e0be861f21caadefd9bc8cf3f87eed,610776001
